"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_id","gene_name"
708.597861536998,-0.298723764557553,0.16859359268019,0.0286864687906493,0.138469547255519,"ENSG00000000003","TSPAN6"
520.296296925274,0.181955365877152,0.0972123331431412,0.0430857124973573,0.1829975607831,"ENSG00000000419","DPM1"
237.162103834464,0.0276794286776673,0.113961760659952,0.787679540485301,0.929804639248496,"ENSG00000000457","SCYL3"
57.9323803212894,-0.0501475932087202,0.200162675768818,0.697666913567911,0.894230812807405,"ENSG00000000460","FIRRM"
5817.31081674539,0.269088689272161,0.237057417762135,0.0883625868078864,0.297042175258713,"ENSG00000000971","CFH"
1282.10068817841,-0.208345775241907,0.115088002215712,0.0433055462019971,0.183497590838556,"ENSG00000001036","FUCA2"
609.888711231609,-0.0159653711740487,0.173160264734013,0.898292752147476,0.9703060363477,"ENSG00000001084","GCLC"
369.340563608024,-0.368384827430337,0.210917014134031,0.0202752782079301,0.107661259572962,"ENSG00000001167","NFYA"
183.236892721017,-0.0965889799881234,0.143364050628096,0.419687777767833,0.716468937387099,"ENSG00000001460","STPG1"
2813.83742255416,-0.0185572026708361,0.194305330052623,0.883352825898284,0.963852716058357,"ENSG00000001461","NIPAL3"
539.821574730882,-0.00207060044556403,0.0917604395547724,0.980004492124767,0.994767181467357,"ENSG00000001497","LAS1L"
114.037077799749,0.022865116720923,0.25034753154862,0.755148223378137,0.917917298050472,"ENSG00000001561","ENPP4"
598.664307018364,-0.183441678226437,0.155789940445916,0.148298009843362,0.4085738855873,"ENSG00000001617","SEMA3F"
5.76493538185727,-0.185572329081761,0.323567794225071,0.0983131773789292,0.31794298471385,"ENSG00000001626","CFTR"
1779.81786317606,-0.187629045577034,0.124447773579448,0.0857959509157076,0.290910041633724,"ENSG00000001629","ANKIB1"
54.727467682366,0.00548920686062273,0.196491248807361,0.967487814644872,0.991246036808684,"ENSG00000001630","CYP51A1"
785.449616737739,-0.0312328453154339,0.0998664479655072,0.736449423146113,0.911160718035183,"ENSG00000001631","KRIT1"
183.859639860491,-0.243570564143797,0.153022017170097,0.0553218448863496,0.217984989634388,"ENSG00000002016","RAD52"
