"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_id","gene_name"
2546.60932638954,1.14131694701483,0.166059073637647,4.60481974717614e-13,5.47082294479024e-11,"ENSG00000003402","CFLAR"
914.370594679048,1.46195742617511,1.8176963442025,0.00475700509138566,0.035968219981617,"ENSG00000004799","PDK4"
10.2534484705697,2.13149474541845,1.49274226482125,0.00298718632993923,0.0250953632599593,"ENSG00000006788","MYH13"
3716.56541790484,1.13740906522016,0.209366172724748,3.70816708158665e-09,1.88635074053642e-07,"ENSG00000008256","CYTH3"
721.941418739337,1.05956340837355,0.172838993978299,6.57365343266433e-11,5.00222429597164e-09,"ENSG00000008311","AASS"
7584.97488843759,1.07437499485702,0.171438279596071,2.86825942592736e-11,2.38999987911549e-09,"ENSG00000009413","REV3L"
1159.40295920204,1.01909644998644,0.20765596570524,6.88414477462033e-08,2.571430548167e-06,"ENSG00000011198","ABHD5"
221.109604822104,-1.1618158286323,0.176851056890837,3.4580811819714e-12,3.47960115615061e-10,"ENSG00000012048","BRCA1"
244.49400651336,-2.74293932506325,0.366261137777362,3.12820255577699e-15,4.61665474394561e-13,"ENSG00000013293","SLC7A14"
3431.54455302823,-1.63558454862611,0.269247375240627,6.89852832465925e-11,5.20640979912295e-09,"ENSG00000013297","CLDN11"
17.5126902473431,-2.09267576178442,0.798684427733503,0.00036691722892594,0.00461844208521613,"ENSG00000015520","NPC1L1"
92.1101048399364,-1.82269313068378,0.481936095223772,6.56152527784259e-06,0.00014540371599455,"ENSG00000016391","CHDH"
14.0875173434919,-3.89864419485588,1.08117248816941,1.91539285982743e-05,0.000375233611848109,"ENSG00000019186","CYP24A1"
3104.99903050483,1.17397565087252,0.149763524012594,3.45283622590358e-16,5.94242795327238e-14,"ENSG00000020577","SAMD4A"
35.9586783335188,1.30373683025133,0.808016370993577,0.00300384895851481,0.0252008558410252,"ENSG00000021645","NRXN3"
1927.70386518774,1.18557305960416,0.204458197459865,4.64152845869587e-10,2.93724215006475e-08,"ENSG00000023909","GCLM"
169.201816463876,-1.92442875779976,0.543430985756342,1.58547689848127e-05,0.000318739706173937,"ENSG00000025423","HSD17B6"
144.696986437221,1.11825271432109,0.33170244767293,4.47025046820167e-05,0.000772229478160729,"ENSG00000025708","TYMP"
34.4572720229068,-1.71883633951472,0.563408767651673,0.00010530077379686,0.00160788868115188,"ENSG00000028277","POU2F2"
633.039689235768,1.29126880404346,0.491297106524742,0.000378526564739798,0.00475157920223816,"ENSG00000035664","DAPK2"
10.1316555228039,1.36200793310722,0.597652352206556,0.00101111489980889,0.0106459010177134,"ENSG00000041515","MYO16"
1090.45643883243,2.02439853838972,0.909819333778345,0.000729772850220883,0.00818937662207042,"ENSG00000046653","GPM6B"
60.0651412567297,1.16306073552025,0.461389974770376,0.000568554327342613,0.00662896426866254,"ENSG00000048540","LMO3"
196.028265600041,-2.08984822787247,0.288924396214769,2.07682219799508e-14,2.71238870752337e-12,"ENSG00000049246","PER3"
1212.97707090486,-1.01542942485487,0.198897318655015,2.48711857891007e-08,1.04566869019701e-06,"ENSG00000049759","NEDD4L"
93.3799826379335,-1.06708575382353,0.490461208384878,0.00136685911301063,0.0135618052619024,"ENSG00000054938","CHRDL2"
212.552949723346,1.12916747854281,0.314494867874886,1.99760122347254e-05,0.0003883748298198,"ENSG00000057657","PRDM1"
363.7631440814,1.97630430220441,0.726889239059133,0.000225907197754769,0.00307654034603369,"ENSG00000060718","COL11A1"
16.9796928099119,-1.30350999094869,0.506693753966676,0.000461918113642448,0.00562580824254343,"ENSG00000064201","TSPAN32"
348.466903387175,-1.53523229114353,0.309581658198186,3.74330358986028e-08,1.51168718437011e-06,"ENSG00000064309","CDON"
28.7031609448735,-1.87578016354533,0.789225607203127,0.0005344320870387,0.0062965878968763,"ENSG00000066468","FGFR2"
3242.40128751998,1.07074681775651,0.157726159535393,8.87995472333542e-13,1.01567929335541e-10,"ENSG00000067082","KLF6"
705.207281858137,2.12555133192601,0.397895536587329,4.69629778433759e-09,2.31236159621863e-07,"ENSG00000067798","NAV3"
1247.23914866505,1.2649739188189,0.314263164270581,3.27803751211542e-06,7.99799170838485e-05,"ENSG00000068383","INPP5A"
97.80859654551,1.85100783790768,0.328420313225709,9.44311985344008e-10,5.70147711806882e-08,"ENSG00000068831","RASGRP2"
5.95766918518531,2.44717259483555,0.822399915180754,0.000199048345668717,0.00276431017005235,"ENSG00000070388","FGF22"
2128.12177561681,1.76902425850969,0.307191992010923,4.57923852463288e-10,2.91787811180327e-08,"ENSG00000070404","FSTL3"
23.5852977806582,-2.11111718113317,0.421282267995094,3.33665631163429e-08,1.36240634099214e-06,"ENSG00000070808","CAMK2A"
1106.4991291192,-1.01345506917203,0.223257632919757,4.06157694131849e-07,1.2301634765523e-05,"ENSG00000070882","OSBPL3"
3659.86212780504,1.53271611568675,0.232232112486666,2.45354362989552e-12,2.51644330953265e-10,"ENSG00000071282","LMCD1"
665.150392659381,1.12801492812506,0.355602899599452,8.65456630013672e-05,0.00135637309291079,"ENSG00000072163","LIMS2"
36.6278171475339,1.41749373990544,0.317867903171912,4.70559464422748e-07,1.41590727734394e-05,"ENSG00000072571","HMMR"
2129.43309251556,1.06166374510919,0.128104803008307,9.28663153018114e-18,1.90014799586984e-15,"ENSG00000072958","AP1M1"
412.639827468157,1.31497395084517,0.193021078351652,6.31804619108524e-13,7.41062551648629e-11,"ENSG00000074590","NUAK1"
29.0085221353746,1.16106234894355,0.355602515069815,6.58284681088644e-05,0.00107849754468393,"ENSG00000074660","SCARF1"
714.292422694761,-1.14039290379358,0.233375201465962,6.80882568442639e-08,2.55365631321206e-06,"ENSG00000075213","SEMA3A"
576.834673930795,-1.09418484038116,0.197070372183605,2.04476858572295e-09,1.11403590254698e-07,"ENSG00000075240","GRAMD4"
329.881095802951,-1.01033150967356,0.177773193745697,9.94845396033791e-10,5.94807726232541e-08,"ENSG00000077063","CTTNBP2"
